Cod;Produto;Grupo
C0066E;Peixe, água salgada, salmão, s/ pele, fresco, grelhado, s/ sal <<Fish, saltwater, salmon, no skin, fresh, grilled, without salt>>;Pescados
C0067E;Peixe, água salgada, sardinha, assado, s/ sal <<Fish, saltwater, sardine, baked, without salt>>;Pescados
C0068E;Peixe, água salgada, sardinha, inteira, crua <<Fish, saltwater, sardine, whole, raw>;Pescados
C0069E;Peixe, água salgada, sardinha, filé, crua <<Fish, saltwater, sardine, fillet, raw>;Pescados
C0070E;Peixe, água salgada, sardinha, conserva, c/ molho de tomate <<Fish, saltwater, sardine, canned in tomato sauce>>;Pescados
C0071E;"Peixe, água salgada, sardinha, filé, conserva, c/ molho de tomate temperado, ""Coqueiro"" <<Fish, saltwater, sardine, fillet, canned in seasoned tomato sauce>>";Pescados
C0072E;Peixe, água salgada, sardinha, filé, conserva, em óleo <<Fish, saltwater, sardine, fillet, canned, oil>>;Pescados
C0073E;"Peixe, água salgada, sardinha, filé, c/ cebola e louro, conserva, ""Coqueiro"" <<Fish, saltwater, sardine, fillet, with onion and bay leaf, canned, oil>>";Pescados
C0074E;Peixe, água salgada, sardinha, filé, cozido/30 min, s/ sal, Sardinella brasiliensis <<Fish, saltwater, sardine, fillet, cooked/30min, without salt>>;Pescados
C0075E;Peixe, sardinha, filé, micro-ondas/10 min, s/ sal, Sardinella brasiliensis <<Fish, saltwater, sardine, fillet, microwave/10min, without salt>>;Pescados
C0076E;Peixe, água salgada, sardinha, frita, s/ sal <<Fish, saltwater, sardine, fried, without salt>>;Pescados
C0077E;Peixe, água salgada, tainha, filé, assado/45 min, s/ sal, Mugil cephalus <<Fish, saltwater, mullet, fillet, baked/45 min, without salt>>;Pescados
C0078E;Peixe, água salgada, tainha, filé, cozido/30 min, s/ sal, Mugil cephalus <<Fish, saltwater, mullet, fillet, cooked/30 min, without salt>>;Pescados
C0079E;Peixe, água salgada, tainha, filé, cru, Mugil cephalus <<Fish, saltwater, mullet, fillet, raw>>;Pescados
C0080E;Peixe, água salgada, tainha, filé, preparado em micro-ondas, s/ sal <<Fish, saltwater, mullet, fillet, prepared on microwave, without salt>>;Pescados
C0081E;Peixe, água salgada, surimi <<Fish, saltwater, surimi, raw>;Pescados
C0082E;Peixe, água salgada, surumi, cru <<fish, surimi, raw>>;Pescados
C0083E;Camarão à baiana <<Brazilian shrimp with tomato and coconut milk>>;Pescados
C0001L;Café, pó, torrado <<Coffee, powder, toast>>;Miscelâneas
C0002L;Caldo, carne/galinha, tablete (média diferentes sabores) <<Soup, beef/chicken broth, tablet (mean of different flavours)>>;Miscelâneas
C0003L;"Caldo, carne, tablete, ""Maggi"" <<Beef broth, tablet>>";Miscelâneas
C0004L;"Caldo, galinha, tablete, ""Maggi"" <<Chicken broth, tablet>>";Miscelâneas
C0005L;"Curry, pó, ""Kenko"" <<Spice, curry, powder>>";Miscelâneas
C0006L;Fermento, químico, pó <<Baking, powder>>;Miscelâneas
C0007L;Fermento, biológico <<Leaving agents, yeast, compressed>>;Miscelâneas
C0008L;"Molho, agridoce, ""Kenko"" <<Sauce, sweet and sour, ready to eat>>";Miscelâneas
C0009L;"Molho, alho, ""Kenko <<Sauce, garlic, ready to eat>>";Miscelâneas
C0010L;"Molho, barbecue, ""Kenko"" <<Sauce, barbecue,ready to eat>>";Miscelâneas
C0011L;"Molho, inglês, ""Kenko"" <<Sauce,worcestershire, ready to eat>>";Miscelâneas
C0012L;"Molho, italian, ""Kenko"" <<Sauce, Italian, ready to eat>>";Miscelâneas
C0013L;"Molho, parmesan, ""Kenko"" <<Sauce, Parmesan, ready to eat>>";Miscelâneas
C0014L;"Molho, pimenta, ""Sakura"" <<Sauce, Pepper,ready to eat>>";Miscelâneas
C0015L;"Molho, rose, ""Kenko"" <<Sauce, rose, ready to eat>>";Miscelâneas
C0016L;"Molho, teryaki, ""Sakura"" <<Sauce, teryaki,ready to eat>>";Miscelâneas
C0017L;Sal, dietético <<Salt, diet>>;Miscelâneas
C0018L;Sal, grosso <<Salt, coarse>>;Miscelâneas
C0019L;Tempero, base de sal <<Seasoning mix, dry>>;Miscelâneas
C0020L;Sal, refinado <<Salt, table>>;Miscelâneas
C0022L;Missô, pasta de soja (média diferentes tipos) <<Miso, soybean paste (mean of different types)>>;Miscelâneas
C0023L;"Missô, pasta de soja, aka, ""Sakura"" <<Miso, soybean paste>>";Miscelâneas
C0024L;"Missô, pasta de soja, shiro, ""Sakura"" <<Miso, soybean paste>>";Miscelâneas
C0025L;Molho, soja, shoyu <<Soy sauce, shoyu>>;Miscelâneas
C0026L;"Molho, soja, shoyu, tradicional, ""Sakura"" <<Soy sauce, shoyu>>";Miscelâneas
C0027L;"Molho, soja, shoyu, Premium, ""Sakura"" <<Soy sauce, shoyu>>";Miscelâneas
C0030L;Catchup, tomate, molho <<Catchup, tomato>>;Miscelâneas
C0029L;Molho, mostarda <<Mustard, sauce>>;Miscelâneas
C0021L;Vinagre, maçã <<Vineger, apple>>;Miscelâneas
C0031L;Molho, p/ salada, c/ salsa, suco de limão, azeite de oliva, c/ sal <<Salad sauce - parsley, lemon juice, olive oil, with salt>>;Miscelâneas
C0032L;Molho, p/ salada, c/ salsa, vinagre de maçã, azeite de oliva, c/ sal <<Salad sauce - parsley, apple vinager, olive oil, with salt>>>>;Miscelâneas
C0033L;Molho, p/ salada, c/ filé de anchova, alho, molho de mostarda, molho inglês, suco de limão, vinagre de maçã, maionese, azeite de oliva, c/sal <<Caesar salad sauce - anchovy fillet, parsley, garlic, mustard sauce, worcestershire sauce, lemon juice, apple vinegar, mayonnaise, olive oil, with salt>>;Miscelâneas
C0034L;Sal rosa, Himalaia <<Salt, Himalayan>>;Miscelâneas
C0035L;Flor de sal <<Salt, Flower of ocean>>;Miscelâneas
C0001U;Amêndoa, torrada, c/ sal, Ara?bic amygdalu var. Dulcis <<Almond, toastes, salty>>;Nozes
C0002U;Caju, castanha, torrada, c/ sal, Anacardium occidentale L. <<Cashew, nuts, toastes, salty>>;Nozes
C0003U;Castanha do Brasil, crua, Bertholletia excelsa H.B.K. <<Nuts, Brazil, raw>>;Nozes
C00016U;Babaçu, mesocarpo, farinha, crua, Attalea speciosa <<Babassu, mesocarp, flour, raw>>;Nozes
C0005U;Gergelim, semente, Sesamum indicum L. <<Sesame, seed>>;Nozes
C0006U;Linhaça, semente, Linum usitatissimum L. <<Linseed, seed>>;Nozes
C0007U;Pinhão, cozido, s/ sal, Araucaria angustifolia (Bertol.) Kuntze <<Pinion fruit, cooked, no salt>>;Nozes
C0008U;Pupunha, fruto, cozido, Bactris gasipaes <<Pupunha fruit, cooked>>;Nozes
C0009U;Noz, crua, Carya illinoinensis (Wangenh.) K. Koch. <<Nut, raw>>;Nozes
C0010U;"Coquetel, uva passa/avelã/castanha-do-pará/amendoim torrado, s/ casca, ""Oetker"" <<Nuts, mix, shelled>>";Nozes
C0011U;Amêndoa, crua, s/ sal, Prunua amygdalus L. <<Nuts, almond, without salt>>;Nozes
C0012U;Castanha de caju, crua, s/ sal, Anacardium occidentale L. <<Nuts, cashew, raw>>;Nozes
C0013U;Avelã , crua, s/ sal, Corylus avellana <<Nuts, hazelnuts, dried, without salt>>;Nozes
C0014U;Macadâmia, crua, s/ sal, Macadamia ternifolia <<Nuts, macadamia, raw>>;Nozes
C0015U;Pistache, cru, s/ sal, Pistacia vera <<Nuts, pistachio, raw>>;Nozes
C0001J;Ovo, codorna, clara, crua, <<Egg, quail, white, raw>>;Ovos
C0002J;Ovo, codorna, gema, crua, <<Egg, quail, yolk, raw>>;Ovos
C0003J;Ovo, codorna, inteiro, cru, <<Egg, quail, whole, raw>>;Ovos
C0004J;Ovo, galinha, clara, cozida/10 min, s/ sal, <<Egg, chicken, white, cooked/10 min, without salt>>;Ovos
C0005J;Ovo, galinha, clara, crua, <<Egg, chicken, white, raw>>;Ovos
C0006J;Ovo, galinha, clara, desidratada, pasteurizada, <<Egg, chicken, white, dehydrated, pasteurized>>;Ovos
C0007J;Ovo, galinha, gema, cozida/10 min, s/ sal, <<Egg, chicken, yolk, cooked/10 min, without salt>>;Ovos
C0008J;Ovo, galinha, gema, crua (média várias amostras) <<Egg, chicken, yolk, raw (mean of different samples)>>;Ovos
C0009J;Ovo, galinha, gema, desidratada, pasteurizada, <<Egg, chicken, yolk, dehydrated, pasteurized>>;Ovos
C0010J;Ovo, galinha, inteiro, cozido, s/ sal (média várias amostras) <<Egg, chicken, whole, cooked, without salt>>;Ovos
C0011J;Ovo, galinha, inteiro, cru (média várias amostras) <<Egg, chicken, whole, raw (mean of different samples)>>;Ovos
C0012J;Ovo, galinha, branco, inteiro, cru, <<Egg, chicken, white, whole, raw>>;Ovos
C0013J;Ovo, galinha, vermelho, inteiro, cru, <<Egg, chicken, red, whole, raw>>;Ovos
C0014J;Ovo, galinha, integral, desidratada, pasteurizada, <<Egg, chicken, whole, dehydrated, pasteurized>>;Ovos
C0015J;Ovo, galinha, inteiro, frito, s/ sal, <<Egg, chicken, whole, fried, without salt>>;Ovos
C0016J;Ovo, galinha, orgânico, inteiro, cru, <<Egg, chicken, organic, whole, raw>>;Ovos
C0017J;Ovo, galinha, semi-orgânico, cru, <<Egg, chicken, semi organic, raw>>;Ovos
C0018J;Ovo, pata, clara, crua. <<Egg, duke, white, raw>>;Ovos
C0019J;Ovo, pata, gema, crua, <<Egg, duke, yolk, raw>>;Ovos
C0020J;Ovo, pata, inteiro, cru, <<Egg, duke, whole, raw>>;Ovos
C0021J;Ovo, galinha, clara, cozida/10 min, c/ sal, <<Egg, chicken, white, cooked/10 min, salty>>;Ovos
C0022J;Ovo, galinha, inteiro, cozido, c/ sal <<Egg, chicken, whole, cooked, salty>>;Ovos
C0023J;Ovo, galinha, inteiro, cozido, c/ sal <<Egg, chicken, whole, cooked, salty>>;Ovos
C0024J;Ovo, galinha, orgânico, inteiro, frito, c/ sal, <<Egg, chicken, organic, whole, fried, salty>>;Ovos
C0025J;Omelete, ovo, galinha, de queijo parmesão , s/ sal, <<Omelet, egg, chicken, with parmesan cheese, without salt>>;Ovos
C0028J;Ovo, galinha, frito, s/ sal <<Egg, chicken, fried, without salt>>;Ovos
C0029J;Ovo, galinha, frito, c/ sal <<Egg, chicken, fried, with salt>>;Ovos
C0026J;Ovo, galinha, mexido, s/ sal <<Egg, chicken, scrambled, without salt>>;Ovos
C0027J;Ovo, galinha, mexido, c/ sal <<Egg, chicken scrambled, with salt>>;Ovos
C0030J;Ovo, galinha, omelete, c/ queijo muçarela, s/ sal <<Egg, omelette, with mozarella cheese, without salt>>;Ovos
C0031J;Ovo, galinha, omelete, c/ queijo, c/ sal <<Egg, omelette, with mozarella cheese, without salt>>;Ovos
C0001K;Achocolatado, pó , (média diferentes amostras) <<Chocolate powder (mean of different sample)>>;Açúcares
C0002K;"Achocolatado, pó , ""Nescau"" <<Chocolate powder>>";Açúcares
C0003K;"Achocolatado, pó, ""Toddy"" <<Chocolate powder>>";Açúcares
C0004K;Açúcar, (média diferentes tipos) <<Sugar (mean of different types)>>;Açúcares
C0005K;Açúcar, cristal <<Sugar granulated>>;Açúcares
C0006K;Açúcar, mascavo <<Sugar brown>>;Açúcares
C0007K;Açúcar, refinado, (média diferentes amostras) <<Sugar powered (mean of different sample)>>;Açúcares
C0008K;"Beijinho, lata, ""Moça"" <<Brazilian sweets - cooked condensad milk and coconut>>";Açúcares
C0009K;Bolinrosa, lata <<Brazilian sweets - cooked condensad milk and strawberry>>;Açúcares
C0010K;Brigadeiro, lata <<Brazilian sweets - cooked condensad milk and chocolate>>;Açúcares
C0011K;"Chocolate, pó, ""Hikari"" <<Chocolate powder low sugar>>";Açúcares
C0012K;Cocada, branca <<Brazilian sweets - coconut>>;Açúcares
C0013K;Doce, abóbora, cremoso <<Sweet pumpkin>>;Açúcares
C0014K;Doce, leite, cremoso, (média diferentes amostras) <<Cooked condensad milk (mean of different sample)>>;Açúcares
C0015K;"Doce, leite, lata, ""Moça"" <<Cooked condensad milk>>";Açúcares
C0016K;Geleias , (média diferentes amostras) <<Jam (mean of different sample)>>;Açúcares
C0017K;"Geléia, abacaxi, ""Ritter"" <<Pineapple jam>>";Açúcares
C0018K;"Geléia, framboesa, ""Ritter"" <<Raspberry jam>>";Açúcares
C0019K;Geléia, goiaba, Ritter <<Guava jam>>;Açúcares
C0020K;"Geléia , laranja, ""Ritter"" <<Orange jam>>";Açúcares
C0021K;"Geléia, morango, ""Ritter"" <<Strawberry jam>>";Açúcares
C0022K;"Geléia, uva, ""Ritter"" <<Grape jam>>";Açúcares
C0023K;Geleia, mocotó, natural <<jam>>;Açúcares
C0024K;Glicose, milho <<Syrups, corn, dark>>;Açúcares
C0025K;Maria mole <<Brazilian sweets - jello, sugar and grated coconut>>;Açúcares
C0026K;Maria mole, coco queimado <<Brazilian sweets - jelly, sugar and grated coconut toasted>>;Açúcares
C0027K;Marmelada <<Quinces, sweet>>;Açúcares
C0028K;Mel de abelha, Apis melifera <<honey>>;Açúcares
C0029K;Melado <<Brazilian sweets - cane syrup>>;Açúcares
C0031K;Quindim <<Brazilian dessert - quindim pudding, with egg yolk and grated coconut>>;Açúcares
C0030K;Rapadura <<Brazilian sweets - candy of sugar cane juice>>;Açúcares
C0032K;Torta, mousse, (média diversos sabores) <<Pie, mousse (mean different flavours)>>;Açúcares
C0033K;"Torta, mousse , chocolate c/ baunilha, ""Sadia"" <<pie, chocolate mousse, vanilla>>";Açúcares
C0034K;"Torta, mousse , chocolate, c/ raspas de chocolate, ""Sadia"" <<Pie, chocolate mousse>>";Açúcares
C0035K;"Torta, mousse , limão, ""Sadia"" <<Pie, lemon mousse>>";Açúcares
C0036K;"Torta, mousse , maracujá, ""Sadia"" <<Pie, passion fruit mousse>>";Açúcares
C0037K;Chocolate, amargo <<Chocolate, dark>>;Açúcares
C0038K;"Chocolate, amargo, 70% cacau, ""Neugebauer"" <<Chocolate, dark, 70% cocoa>>";Açúcares
C0039K;"Chocolate, amargo, dark & soft, 50% cacau, ""Lacta"" <<Chocolate, dark, 50% cocoa>>";Açúcares
C0040K;"Chocolate, amargo, ""Garoto"" <<Chocolate, dark>>";Açúcares
C0041K;"Chocolate, amargo, ""Lacta amaro"" <<Chocolate, dark>>";Açúcares
C0042K;"Chocolate, amargo, ""Nestlé classic"" <<Chocolate, dark>>";Açúcares
C0043K;"Chocolate, amargo, dupy, ""Neugebauer"" <<Chocolate, dark>>";Açúcares
C0044K;"Chocolate, amargo, ""Neugebauer"" <<Chocolate, dark>>";Açúcares
C0045K;Chocolate, ao leite, (média diferentes marcas) <<Chocolate, milk (mean of different branded>>;Açúcares
C0046K;"Chocolate, ao leite, ""Neugebauer"" <<Chocolate, milk>>";Açúcares
C0047K;"Chocolate, ao leite, Dupy ""Neugebauer"" <<Chocolate, milk>>";Açúcares
C0048K;"Chocolate, ao leite, ""Nestlé Classic "" <<Chocolate, milk>>";Açúcares
C0049K;"Chocolate, ao leite, ""Lacta"" <<Chocolate, milk>>";Açúcares
C0050K;"Chocolate, ao leite, ""Garoto"" <<Chocolate, milk>>";Açúcares
C0051K;Chocolate, ao leite, com castanha do Pará <<Chocolate, milk, with Brazilian nuts>>;Açúcares
C0052K;Chocolate, ao leite, dietético <<Chocolate milk, diet>>;Açúcares
C0053K;Chocolate, branco (média diferentes marcas) <<Chocolate, white (mean of different branded)>>;Açúcares
C0054K;Chocolate, meio amargo <<Chocolate, semisweet>>;Açúcares
C0055K;"Creme, chocolate branco, ""Danette"" <<Cream, white chocolate, dessert>>";Açúcares
C0056K;"Creme, chocolate, ""Danette"" <<Cream, chocolate, dessert>>";Açúcares
C0057K;Flan, pó p/, preparado, (média diferentes sabores) <<Flan, dry mix, prepared (mean of different flavours)>>;Açúcares
C0058K;"Flan, baunilha, pó, preparado, ""Oetker"" <<Flan, vanilla, dry mix, prepared>>";Açúcares
C0059K;"Flan, chocolate, pó, preparado,""Oetker"" <<Flan, chocolate, dry mix, prepared>>";Açúcares
C0060K;"Gelatina, pó, preparada, ""Oetker"" <<Gelatin desserts, dry mix, prepared with water>>";Açúcares
C0061K;Maria mole, (média diferentes sabores) <<Brazilian sweets - jello, sugar and grated coconut (mean of different flavours)>>;Açúcares
C0062K;Mousse, mistura p/, preparada, (média diferentes sabores) <<Mousse, dry mix, prepared (mean of different flavours)>>;Açúcares
C0063K;Mousse, chocolate, mistura p/, preparada <<Mousse, chocolate, dry mix, prepared>>;Açúcares
C0064K;Mousse, limão mistura p/, preparada <<Mousse, lemon, dry mix, prepared>>;Açúcares
C0065K;Mousse, maracujá mistura p/, preparada <<Mousse, passion fruit, dry mix, prepared>>;Açúcares
C0066K;Pudim, pó, preparado, (média diferentes sabores) << Pudding, dry mix, , prepared(mean of different flavours)>>;Açúcares
C0067K;"Pudim, morango, pó, preparado, ""Oetker"" << Pudding, strawberry, dry mix, prepared>>";Açúcares
C0068K;"Pudim, baunilha, pó, preparado, ""Oetker"" << Pudding, vanilla, dry mix, prepared>>";Açúcares
C0069K;"Pudim, caramelo, pó, preparado, ""Oetker"" << Pudding, caramel, dry mix, prepared>>";Açúcares
C0070K;"Pudim, chocolate, pó, preparado, ""Oetker"" << Pudding, chocolate, dry mix, prepared>>";Açúcares
C0071K;"Pudim, coco, pó, preparado, ""Oetker"" << Pudding, coconut, dry mix, prepared>>";Açúcares
C0072K;"Pudim, leite c/ calda de caramelo, pó, preparado, ""Oetker"" << Pudding, milk, dry mix, prepared>>";Açúcares
C0073K;Sagu, mistura p/, preparada, (média diferentes sabores) << Tapioca, pearl, dry mix, prepared (mean of different flavours)>>;Açúcares
C0074K;Sagu, cereja, mistura p/, preparada << Tapioca, pearl, cherry, dry mix, prepared>>;Açúcares
C0075K;Sagu, framboesa, mistura p/, preparada << Tapioca, pearl, raspberry, dry mix, prepared>>;Açúcares
C0076K;Sagu, morango, mistura p/, preparada << Tapioca, pearl, strawberry, dry mix, prepared>>;Açúcares
C0077K;Sagu, uva, mistura p/, preparada << Tapioca, pearl, grape, dry mix, prepared>>;Açúcares
C0078K;Torta, sabor maracujá <<Pie, passion fruit>>;Açúcares
C0079K;Torta, sabor morango <<Pie, strawberry>>;Açúcares
C0081K;Paçoca, amendoim <<Brazilian sweet, with sugar and peanuts>>;Açúcares
C0082K;Pé-de-moleque, amendoim <<Brazilian sweet, with caramel and peanuts>>;Açúcares
C0083K;Sagu, mandioca, preparado c/ suco de uva, c/ açúcar <<Tapioca, pearl, prepared with grape juice, with sugar>>;Açúcares
C0001N;Chocolate, ao leite, dietético <<Chocolate milk, diet>>;Dietéticos
C0002N;Gelatina, pó p/, diet (média diferentes sabores) <<Gelatin dessert, dry mix, diet (mean of different flavours)>>;Dietéticos
C0003N;"Gelatina, abacaxi, pó p/, diet, ""Ducoco"" <<Gelatin dessert, pineapple, dry mix, diet>>";Dietéticos
C0004N;"Gelatina, abacaxi, pó p/, diet, ""Oetker"" <<Gelatin dessert, pineapple, dry mix, diet>>";Dietéticos
C0005N;"Gelatina, cereja, pó p/, diet, ""Ducoco"" <<Gelatin dessert, cherry, dry mix, diet>>";Dietéticos
C0006N;"Gelatina, cereja, pó p/, diet, ""Oetker"" <<Gelatin dessert, cherry, dry mix, diet>>";Dietéticos
C0007N;"Gelatina, framboesa, pó p/, diet, ""Ducoco"" <<Gelatin dessert, raspberry, dry mix, diet>>";Dietéticos
C0008N;"Gelatina, framboesa, pó p/, diet, ""Oetker"" <<Gelatin dessert, raspberry, dry mix, diet>>";Dietéticos
C0009N;"Gelatina, limão, pó p/, diet, ""Ducoco"" <<Gelatin dessert, lemon, dry mix, diet>>";Dietéticos
C0010N;"Gelatina, limão, pó p/, diet, ""Oetker"" <<Gelatin dessert, lemon, dry mix, diet>>";Dietéticos
C0011N;"Gelatina, morango, pó p/, diet, ""Ducoco"" <<Gelatin dessert, straeberry, dry mix, diet>>";Dietéticos
C0012N;"Gelatina, morango, pó p/, diet, ""Oetker"" <<Gelatin dessert, straeberry, dry mix, diet>>";Dietéticos
C0013N;"Gelatina, uva, pó p/, diet, ""Ducoco"" <<Gelatin dessert, dry mix, diet>>";Dietéticos
C0014N;Gelatina, pó p/, diet, preparada (média diferentes sabores) <<Gelatin dessert, dry mix, diet, prepared (mean of different flavours)>>;Dietéticos
C0015N;"Gelatina, abacaxi, pó p/, diet, preparada,""Oetker"" <<Gelatin dessert, pineapple, dry mix, diet, prepared>>";Dietéticos
C0016N;"Gelatina, cereja, pó p/, diet, preparada, ""Oetker"" <<Gelatin dessert, cherry, dry mix, diet, prepared>>";Dietéticos
C0017N;"Gelatina, framboesa, pó p/, diet, preparada, ""Oetker"" <<Gelatin dessert, raspberry, dry mix, diet, prepared>>";Dietéticos
C0018N;"Gelatina, limão, pó p/, diet, preparada, ""Oetker"" <<Gelatin dessert, lemon, dry mix, diet, prepared>>";Dietéticos
C0019N;"Gelatina, morango, pó p/, diet, preparada, ""Oetker"" <<Gelatin dessert, strwberry, dry mix, diet, prepared>>";Dietéticos
C0020N;"Molho, italian, light, ""Kenko"" <<Sauce, Italian, light, ready to eat>>";Dietéticos
